movie,reviewer,metascore,review_score,review_text,review_date,details
Beau Travail,Stephen Holden,91,100,A film that has the sweep and esthetic power of a full-length ballet.,,http://www.metacritic.com/movie/beau-travail/details
Adaptation.,Dana Stevens,83,100,"I realize that the fear of contracting writer's block from a fictional character is crazy, but in the brilliantly scrambled, self-consuming world of Adaptation it has a certain plausibility.",,http://www.metacritic.com/movie/adaptation/details
My Journey Through French Cinema,Manohla Dargis,87,100,"Its explanatory title doesn’t begin to convey just how exhilarating or inspiring a documentary this truly is, and how excellent a trip this well-respected French director takes you on.","Jun 22, 2017",http://www.metacritic.com/movie/my-journey-through-french-cinema/details
Land of the Dead,Manohla Dargis,71,100,"One of the enormous pleasures of genre filmmaking is watching great directors push against form and predictability, as Mr. Romero does brilliantly in Land of the Dead. One thing is for sure: You won't go home hungry.",,http://www.metacritic.com/movie/land-of-the-dead/details
Cool Hand Luke,Bosley Crowther,91,100,"Mr. Newman is excellent, at the top of his sometime erratic form, in the role of this warped and alienated loner whose destiny it is to lose. George Kennedy is powerfully obsessive as the top-dog who handles things his way as effectively and finally as destructively as does the warden or the guards.",,http://www.metacritic.com/movie/cool-hand-luke/details
Fill the Void,A.O. Scott,79,100,"What the film makes clear, with unfailing sensitivity and wry humor, is that for Shira and her family the ordinary arrangements of living are freighted with moral and spiritual significance.","May 23, 2013",http://www.metacritic.com/movie/fill-the-void/details
Gosford Park,Stephen Holden,90,100,"A virtuoso ensemble piece to rival the director's ""Nashville"" and ""Short Cuts"" in its masterly interweaving of multiple characters and subplots.",,http://www.metacritic.com/movie/gosford-park/details
Best Kept Secret,Miriam Bale,100,100,"Best Kept Secret is an exemplary documentary: It spotlights an important issue yet never seeks to squeeze the truth into an easily digestible narrative frame. Instead it expands its storytelling to the boundaries of messy, joyful and painful reality.","Sep  5, 2013",http://www.metacritic.com/movie/best-kept-secret/details
Selma,A.O. Scott,89,100,"Even if you think you know what’s coming, Selma hums with suspense and surprise. Packed with incident and overflowing with fascinating characters, it is a triumph of efficient, emphatic cinematic storytelling. And much more than that, of course.","Dec 24, 2014",http://www.metacritic.com/movie/selma/details
The Beat That My Heart Skipped,Manohla Dargis,75,100,"Audiard's superb remake improves on the original significantly, investing it with aesthetic grandeur and emotional depth.",,http://www.metacritic.com/movie/the-beat-that-my-heart-skipped/details
Out of the Clear Blue Sky,Jeannette Catsoulis,92,100,"A fascinating study of a man, and a firm, deeply changed by catastrophe.","Sep  5, 2013",http://www.metacritic.com/movie/out-of-the-clear-blue-sky/details
Spotlight,A.O. Scott,93,100,"Spotlight is a gripping detective story and a superlative newsroom drama, a solid procedural that tries to confront evil without sensationalism.","Nov  5, 2015",http://www.metacritic.com/movie/spotlight/details
The Pinochet Case,Stephen Holden,84,100,"Eloquent, meticulously structured documentary -- Sober political and legal analysis alternates with grim first-hand accounts of torture and murder in a film that has the structure of a choral symphony that swells to a bittersweet finale.",,http://www.metacritic.com/movie/the-pinochet-case/details
The Crying Game,Vincent Canby,90,100,Mr. Jordan's screenplay... is both efficient and ingenious. The physical production is as lush as the film's romantic longings. [26 Sept 1992],,http://www.metacritic.com/movie/the-crying-game/details
Miss Bala,Manohla Dargis,80,100,"A first-rate art-house thriller, Miss Bala tells the strange, seemingly impossible story of a Mexican beauty queen who becomes the accidental pawn of a drug cartel. It's an adventure story that could be called a contemporary picaresque if it weren't so deadly serious.","Jan 19, 2012",http://www.metacritic.com/movie/miss-bala/details
The Diary of a Teenage Girl,Manohla Dargis,87,100,"The novel is life-specific, but what makes Minnie — on the page and now on the screen — greater than any one girl is how she tells her own story in her own soaringly alive voice.","Aug  6, 2015",http://www.metacritic.com/movie/the-diary-of-a-teenage-girl/details
The Dance of Reality,A.O. Scott,76,100,"The Dance of Reality is the work of a highly disciplined anarchist, whose principal weapon against authority is his own imagination.","May 22, 2014",http://www.metacritic.com/movie/the-dance-of-reality/details
Lee Daniels' The Butler,A.O. Scott,66,100,"A brilliantly truthful film on a subject that is usually shrouded in wishful thinking, mythmongering and outright denial.","Aug 15, 2013",http://www.metacritic.com/movie/the-butler/details
The Piano,Vincent Canby,89,100,"Prepare yourself for something very special...Here's a severely beautiful, mysterious movie that, as if by magic, liberates the romantic imagination. [16 Oct 1993]",,http://www.metacritic.com/movie/the-piano/details
Beauty and the Beast,Janet Maslin,95,100,"With Beauty and the Beast, a tender, seamless and even more ambitious film than its predecessor, Disney has done something no one has done before: combine the latest computer animation techniques with the best of Broadway.",,http://www.metacritic.com/movie/beauty-and-the-beast-1991/details
The Artist,A.O. Scott,89,100,"This is not a work of film history but rather a generous, touching and slightly daffy expression of unbridled movie love.","Nov 25, 2011",http://www.metacritic.com/movie/the-artist/details
The Headless Woman,Stephen Holden,81,100,"Brilliant, maddeningly enigmatic puzzle of a movie.",,http://www.metacritic.com/movie/the-headless-woman/details
Manakamana,Manohla Dargis,86,100,"By focusing on such a narrow slice of Nepali life, Ms. Spray and Mr. Velez have ceded any totalizing claim on the truth and instead settled for a perfect incompleteness.","Apr 17, 2014",http://www.metacritic.com/movie/manakamana/details
Titanic,Elvis Mitchell,74,100,"A huge, thrilling three-and-a-quarter-hour experience that unerringly lures viewers into the beauty and heartbreak of its lost world.",,http://www.metacritic.com/movie/titanic/details
Jafar Panahi's Taxi,A.O. Scott,91,100,"Like Mr. Panahi’s cab, his film is equipped with both windows and mirrors. It’s reflective and revealing, intimate and wide-ranging, compact and moving.","Oct  1, 2015",http://www.metacritic.com/movie/taxi-2015/details
Out of Sight,Elvis Mitchell,85,100,The film's sleek moodiness and visual sophistication are so effective that there's even a scene here that makes Detroit look like the most romantic city in the world.,,http://www.metacritic.com/movie/out-of-sight/details
Alléluia,Stephen Holden,72,100,"Alleluia is a fever dream of sex, jealousy and murder whose intensity leaves you spellbound.","Jul 16, 2015",http://www.metacritic.com/movie/alleluia/details
Summer Hours,A.O. Scott,85,100,"In spite of its modest scale, tactful manner and potentially dowdy subject matter, is packed nearly to bursting with rich meaning and deep implication.",,http://www.metacritic.com/movie/summer-hours/details
Glengarry Glen Ross,Vincent Canby,80,100,"The reason the film prompts laughter, and finally elation, is not because it's jolly or has any feel-good words to live by. It's because of the utterly demonic skill with which these foulmouthed characters carve one another up in futile attempts to stave off disaster.",,http://www.metacritic.com/movie/glengarry-glen-ross/details
Bad Education,Stephen Holden,81,100,"Bad Education is a voluptuous experience that invites you to gorge on its beauty and vitality, although it has perhaps the darkest ending of any of the films by the Spanish writer and director.",,http://www.metacritic.com/movie/bad-education/details
Kill Bill: Vol. 2,A.O. Scott,83,100,The most voluptuous comic-book movie ever made.,,http://www.metacritic.com/movie/kill-bill-vol-2/details
Top Five,Manohla Dargis,81,100,"In setting Andre on his search for self, Mr. Rock has carved out a third way, in the process creating a black character who’s fully human and a comedy that’s wholly a blast.","Dec 11, 2014",http://www.metacritic.com/movie/top-five/details
Paranoid Park,Manohla Dargis,83,100,"A haunting, voluptuously beautiful portrait of a teenage boy who, after being suddenly caught in midflight, falls to earth.",,http://www.metacritic.com/movie/paranoid-park/details
Breaking Away,Janet Maslin,91,100,"The cast is unknown, the director has a spotty history, and the basic premise falls into this year's most hackneyed category (unknown boxer/ bowler/jogger hopes to become sports hero). Even so, the finished product is wonderful. Here is a movie so fresh and funny it didn't even need a big budget or a pedigree.",,http://www.metacritic.com/movie/breaking-away/details
Grandma,A.O. Scott,77,100,"There is much to praise about this sweet, smart comedy of intergenerational conflict and solidarity.... But honestly, the wonder that is Grandma can be summed up in two words: Lily Tomlin.","Aug 20, 2015",http://www.metacritic.com/movie/grandma/details
All Is Lost,A.O. Scott,87,100,"The ancient Greeks believed that character should be revealed through action. I can’t think of another film that has upheld this notion so thoroughly and thrillingly. There is certainly no other actor who can command our attention — our empathy, our loyalty, our love — with such efficiency.","Oct 17, 2013",http://www.metacritic.com/movie/all-is-lost/details
